category,closing_1,closing_2,id,latitude,longitude,name,opening_1,opening_2,price_range,rating,reviews,url
arts,9:00 PM,0,sahaja-realm-oakland,37.815751,-122.245745,Sahaja Realm,9:00 AM,0,$$,5,15,http://www.yelp.com/biz/sahaja-realm-oakland?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,6:00 PM,0,sigmund-stern-grove-san-francisco,37.73652904,-122.4751923,Sigmund Stern Grove,6:00 AM,0,None,4.5,101,http://www.yelp.com/biz/sigmund-stern-grove-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,6:00 PM,0,the-soapbox-cafe-san-francisco,37.79748224,-122.4186507,The Soapbox Cafe,8:00 AM,0,$,4.5,65,http://www.yelp.com/biz/the-soapbox-cafe-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,10:00 PM,0,bernal-star-san-francisco,37.739006,-122.4174423,Bernal Star,9:00 AM,0,$$,4,122,http://www.yelp.com/biz/bernal-star-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,,,the-tinker-show-san-francisco,37.77933,-122.4204,The Tinker Show,,,$,4.5,3,http://www.yelp.com/biz/the-tinker-show-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,12:00 AM,0,jessica-lanyadoo-intuitive-counseling-bay-area,37.76067279,-122.4237871,Jessica Lanyadoo Intuitive Counseling,12:00 AM,0,None,5,60,http://www.yelp.com/biz/jessica-lanyadoo-intuitive-counseling-bay-area?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,8:00 PM,0,mus̩e-m̩canique-san-francisco-4,37.80924147,-122.4158478,Mus̩e M̩canique,10:00 AM,0,None,4.5,771,http://www.yelp.com/biz/mus%C3%A9e-m%C3%A9canique-san-francisco-4?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,5:00 PM,0,treasure-island-ymca-gym-san-francisco-2,37.826107,-122.3682861,Treasure Island YMCA Gym,12:00 PM,0,None,4.5,6,http://www.yelp.com/biz/treasure-island-ymca-gym-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,5:00 PM,0,coit-tower-san-francisco,37.80228043,-122.4058456,Coit Tower,10:00 AM,0,None,4,698,http://www.yelp.com/biz/coit-tower-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,12:00 AM,0,curry-up-now-san-francisco-6,37.79107664,-122.4010355,Curry Up Now,12:00 AM,0,$,4,829,http://www.yelp.com/biz/curry-up-now-san-francisco-6?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,the-mix-san-francisco,37.76114,-122.43448,The Mix,6:00 AM,0,$,4,230,http://www.yelp.com/biz/the-mix-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,mcteagues-saloon-san-francisco,37.78801355,-122.4203753,McTeague's Saloon,6:30 AM,0,$,3.5,344,http://www.yelp.com/biz/mcteagues-saloon-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,2:30 PM,11:00 PM,the-front-porch-san-francisco,37.74372101,-122.4219818,The Front Porch,10:00 AM,5:30 PM,$$,4,2015,http://www.yelp.com/biz/the-front-porch-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,10:00 PM,0,mandalay-san-francisco,37.7851484,-122.4643918,Mandalay,11:30 AM,0,$$,4,1624,http://www.yelp.com/biz/mandalay-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,4:00 PM,0,whisper-charters-inc-moss-landing,36.8177126,-121.7859961,"Whisper Charters, Inc.",8:00 AM,0,None,5,36,http://www.yelp.com/biz/whisper-charters-inc-moss-landing?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,8:00 PM,0,breakin-with-ark-san-francisco,37.78087997,-122.4966965,Breakin' With Ark,11:00 AM,0,None,5,17,http://www.yelp.com/biz/breakin-with-ark-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,vinyl-room-burlingame,37.5775,-122.3463,Vinyl Room,5:00 PM,0,$$,4,246,http://www.yelp.com/biz/vinyl-room-burlingame?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,,,hula-halau-o-makalapua-marama-te-mafatu-nui-san-bruno,37.6221568,-122.4111351,Hula Halau 'o Makalapua Marama Te Mafatu Nui,,,None,4.5,7,http://www.yelp.com/biz/hula-halau-o-makalapua-marama-te-mafatu-nui-san-bruno?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,2:30 PM,2:00 AM,chambers-san-francisco-3,37.7831646,-122.4179174,Chambers,10:30 AM,5:30 PM,$$,4,708,http://www.yelp.com/biz/chambers-san-francisco-3?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,,,blue-room-gallery-san-francisco,37.75969696,-122.4188004,Blue Room Gallery,,,None,5,2,http://www.yelp.com/biz/blue-room-gallery-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,12:00 PM,0,cardio-tone-san-francisco,37.75164194,-122.4277896,Cardio-Tone,8:00 AM,0,None,4,79,http://www.yelp.com/biz/cardio-tone-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,12:00 AM,0,the-san-francisco-acting-academy-san-francisco-2,37.78975,-122.3981,The San Francisco Acting Academy,12:00 AM,0,None,5,10,http://www.yelp.com/biz/the-san-francisco-acting-academy-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,black-magic-voodoo-lounge-san-francisco,37.80143,-122.42495,Black Magic Voodoo Lounge,1:00 PM,0,$,4,122,http://www.yelp.com/biz/black-magic-voodoo-lounge-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,9:00 PM,0,pizzetta-211-san-francisco,37.78362796,-122.4829084,Pizzetta 211,12:00 PM,0,$$,4.5,957,http://www.yelp.com/biz/pizzetta-211-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,9:30 PM,0,common-sage-san-francisco,37.79139653,-122.4207089,Common Sage,9:00 AM,0,$,4,27,http://www.yelp.com/biz/common-sage-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,5:00 PM,0,treasure-island-sailing-center-san-francisco,37.8200455,-122.3655319,Treasure Island Sailing Center,9:00 AM,0,None,4.5,11,http://www.yelp.com/biz/treasure-island-sailing-center-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,10:30 PM,0,co-nam-san-francisco,37.7921731,-122.42106,Co Nam,10:00 AM,0,$$,4,237,http://www.yelp.com/biz/co-nam-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,sidney-walton-park-san-francisco,37.7969398,-122.3994827,Sidney Walton Park,,,None,4.5,6,http://www.yelp.com/biz/sidney-walton-park-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,12:00 AM,0,moffitt-cafe-express-san-francisco-2,37.7634394,-122.4576051,Moffitt Cafe Express,6:00 AM,0,$,3.5,68,http://www.yelp.com/biz/moffitt-cafe-express-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,bodyrok-san-francisco-2,37.75832367,-122.4207382,BodyRok,,,None,5,9,http://www.yelp.com/biz/bodyrok-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,3:00 AM,0,foxy-olive-reno,39.524952,-119.8088,Foxy Olive,1:00 PM,0,$,4.5,21,http://www.yelp.com/biz/foxy-olive-reno?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,embarcadero-ymca-pool-san-francisco,37.792698,-122.391983,Embarcadero YMCA Pool,,,None,4.5,2,http://www.yelp.com/biz/embarcadero-ymca-pool-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,12:00 AM,0,inner-fog-san-francisco-5,37.76393509,-122.4638748,Inner Fog,4:00 PM,0,$$,4.5,208,http://www.yelp.com/biz/inner-fog-san-francisco-5?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,9:00 PM,0,fitness-sf-san-francisco,37.76959229,-122.4069443,Fitness SF,7:00 AM,0,None,4.5,253,http://www.yelp.com/biz/fitness-sf-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,2:30 PM,10:00 PM,little-skillet-san-francisco-2,37.77882767,-122.3940659,Little Skillet,10:30 AM,4:00 PM,$$,4,1428,http://www.yelp.com/biz/little-skillet-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,9:00 PM,0,odang-udon-san-francisco-3,37.76971773,-122.411639,Odang Udon,11:30 AM,0,$,4,41,http://www.yelp.com/biz/odang-udon-san-francisco-3?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,,,above-paradise-san-francisco,37.77770028,-122.4065647,Above Paradise,,,None,4,1,http://www.yelp.com/biz/above-paradise-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,10:30 PM,0,marina-theatre-san-francisco,37.80047022,-122.43855,Marina Theatre,12:00 PM,0,None,4,65,http://www.yelp.com/biz/marina-theatre-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,10:00 PM,0,koja-kitchen-san-francisco-7,37.7828615,-122.4631065,Koja Kitchen,11:00 AM,0,$$,4,111,http://www.yelp.com/biz/koja-kitchen-san-francisco-7?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,,,ciel-salon-san-francisco,37.79010214,-122.4012123,Ciel Salon,,,None,3,1,http://www.yelp.com/biz/ciel-salon-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,2:00 PM,11:00 PM,citizens-band-san-francisco,37.77529,-122.41007,Citizen's Band,10:00 AM,5:30 PM,$$,3.5,757,http://www.yelp.com/biz/citizens-band-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,10:00 PM,0,fog-harbor-fish-house-san-francisco-2,37.80903919,-122.4102914,Fog Harbor Fish House,11:00 AM,0,$$,4,1962,http://www.yelp.com/biz/fog-harbor-fish-house-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,9:00 PM,0,hard-knox-cafe-san-francisco,37.75752,-122.38858,Hard Knox Cafe,11:00 AM,0,$$,4,1724,http://www.yelp.com/biz/hard-knox-cafe-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,the-sea-star-san-francisco,37.76072457,-122.3884269,The Sea Star,4:00 PM,0,$,4.5,17,http://www.yelp.com/biz/the-sea-star-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,1:30 AM,0,hometown-heroes-south-san-francisco,37.65517294,-122.4103526,Hometown Heroes,10:00 AM,0,$$,4.5,83,http://www.yelp.com/biz/hometown-heroes-south-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,pier-14-san-francisco,37.79346036,-122.3917419,Pier 14,,,None,4.5,40,http://www.yelp.com/biz/pier-14-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,9:00 PM,0,stem-kitchen-and-garden-san-francisco,37.76590199,-122.3879055,Stem Kitchen & Garden,4:00 PM,0,$$,4,127,http://www.yelp.com/biz/stem-kitchen-and-garden-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,6:00 PM,0,dragoneats-san-francisco,37.7780892,-122.4231588,DragonEats,11:00 AM,0,$,4,182,http://www.yelp.com/biz/dragoneats-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,12:00 AM,0,benny-be-music-productions-san-francisco-2,37.7181398,-122.4863492,Benny Be Music Productions,12:00 AM,0,None,5,34,http://www.yelp.com/biz/benny-be-music-productions-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,1:00 PM,0,bodyrok-san-francisco,37.80003,-122.43664,Bodyrok,7:30 AM,0,None,4.5,122,http://www.yelp.com/biz/bodyrok-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,7:00 PM,0,swa-watersports-incline-village-incline-village,39.25,-119.96,SWA Watersports- Incline Village,8:00 AM,0,None,5,14,http://www.yelp.com/biz/swa-watersports-incline-village-incline-village?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,6:00 PM,0,zerofriends-san-francisco,37.77224731,-122.4292833,ZeroFriends,12:00 PM,0,$$,4.5,9,http://www.yelp.com/biz/zerofriends-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,12:00 AM,0,elmira-rosticceria-san-francisco,37.7809486,-122.4146576,Elmira Rosticceria,12:00 AM,0,$$,4,182,http://www.yelp.com/biz/elmira-rosticceria-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,12:00 AM,0,boxing-room-san-francisco,37.77776259,-122.4229271,Boxing Room,11:00 AM,0,$$,3.5,892,http://www.yelp.com/biz/boxing-room-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,,,fresh-and-natural-charlies-cafe-san-francisco,37.7398885,-122.382695,Fresh & Natural Charlie's Cafe,,,$,2,1,http://www.yelp.com/biz/fresh-and-natural-charlies-cafe-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,24th-street-bar-san-francisco,37.75224787,-122.4192086,24th Street Bar,3:00 PM,0,$,5,15,http://www.yelp.com/biz/24th-street-bar-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,11:00 PM,0,jj-fish-and-chicken-san-francisco-2,37.7323265,-122.3918152,JJ Fish & Chicken,10:00 AM,0,$$,3.5,63,http://www.yelp.com/biz/jj-fish-and-chicken-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,10:30 PM,0,l-olivier-san-francisco,37.7968711,-122.3984583,L'Olivier,5:30 PM,0,$$$,3.5,123,http://www.yelp.com/biz/l-olivier-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,,,black-market-sf-san-francisco,37.772269,-122.412911,Black Market SF,,,$$,4,4,http://www.yelp.com/biz/black-market-sf-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,12:00 AM,0,el-sur-san-francisco,37.7717185,-122.4438929,El Sur,12:00 AM,0,$,4.5,64,http://www.yelp.com/biz/el-sur-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,avon-walk-for-breast-cancer-san-francisco-2,37.79073,-122.40218,Avon Walk For Breast Cancer,,,None,4.5,21,http://www.yelp.com/biz/avon-walk-for-breast-cancer-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,12:00 AM,0,jin-mi-korean-cuisine-san-francisco,37.78158465,-122.4167282,Jin Mi Korean Cuisine,12:00 AM,0,$$,4,253,http://www.yelp.com/biz/jin-mi-korean-cuisine-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,iron-and-gold-san-francisco,37.745785,-122.419434,Iron & Gold,4:00 PM,0,$$,4,62,http://www.yelp.com/biz/iron-and-gold-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,,,randall-museum-san-francisco,37.76426905,-122.4383354,Randall Museum,,,None,4.5,99,http://www.yelp.com/biz/randall-museum-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,make-out-room-san-francisco,37.75527,-122.41953,Make-Out Room,6:00 PM,0,$,3.5,419,http://www.yelp.com/biz/make-out-room-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,12:00 AM,0,paniq-room-san-francisco-san-francisco-3,37.78772905,-122.4166605,PanIQ Room San Francisco,10:00 AM,0,None,4.5,115,http://www.yelp.com/biz/paniq-room-san-francisco-san-francisco-3?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,9:00 PM,0,nkg-cafe-restaurant-san-francisco-4,37.71163,-122.40423,NKG Cafe Restaurant,7:00 AM,0,$,4.5,28,http://www.yelp.com/biz/nkg-cafe-restaurant-san-francisco-4?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,,,century-20-theatre-daly-city,37.70232909,-122.4717908,Century 20 Theatre,,,None,3,691,http://www.yelp.com/biz/century-20-theatre-daly-city?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,tope-san-francisco-2,37.79910229,-122.407201,Tope,3:00 PM,0,$,4,131,http://www.yelp.com/biz/tope-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,4:00 PM,0,picnix-bistro-san-francisco,37.78722,-122.45638,Picnix Bistro,8:00 AM,0,$,4,82,http://www.yelp.com/biz/picnix-bistro-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,,,topper-south-san-francisco,37.654793,-122.409828,Topper,,,$,3.5,18,http://www.yelp.com/biz/topper-south-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,3:00 PM,9:30 PM,boiling-beijing-san-bruno-2,37.62741,-122.411537,Boiling BeiJing,11:00 AM,5:00 PM,$$,4.5,186,http://www.yelp.com/biz/boiling-beijing-san-bruno-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,12:00 AM,0,stuffed-san-francisco,37.75252707,-122.4185655,Stuffed,1:00 PM,0,$$,4.5,157,http://www.yelp.com/biz/stuffed-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,8:30 PM,0,pho-2000-san-francisco,37.783886,-122.41787,Pho 2000,8:30 AM,0,$,4,476,http://www.yelp.com/biz/pho-2000-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,2:30 PM,10:00 PM,tataki-canyon-san-francisco,37.7346497,-122.4336014,Tataki Canyon,11:30 AM,5:00 PM,$$,4,214,http://www.yelp.com/biz/tataki-canyon-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,3:00 PM,8:30 PM,grindz-san-francisco,37.7829208,-122.4683304,Grindz,9:00 AM,5:30 PM,$$,4,594,http://www.yelp.com/biz/grindz-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,,,crouching-spider-by-louise-bourgeois-san-francisco,37.793869,-122.3924637,Crouching Spider by Louise Bourgeois,,,None,5,3,http://www.yelp.com/biz/crouching-spider-by-louise-bourgeois-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,5:00 PM,0,treasure-island-wines-san-francisco,37.8257675,-122.3690414,Treasure Island Wines,12:00 PM,0,$$,4.5,22,http://www.yelp.com/biz/treasure-island-wines-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,3:00 PM,10:00 PM,mau-san-francisco,37.7622299,-122.4213409,Mau,12:00 PM,5:30 PM,$$,4,506,http://www.yelp.com/biz/mau-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,,,berkeley-rfc-east-bay-mens-rugby-team-san-francisco,37.824131,-122.3726501,Berkeley RFC - East Bay Mens Rugby Team,,,None,5,6,http://www.yelp.com/biz/berkeley-rfc-east-bay-mens-rugby-team-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,4:00 PM,0,tributary-whitewater-tours-lotus,38.8229395,-120.937223,Tributary Whitewater Tours,10:00 AM,0,None,5,109,http://www.yelp.com/biz/tributary-whitewater-tours-lotus?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,,,the-connection-san-francisco,37.7098999,-122.4502106,The Connection,,,$,4,12,http://www.yelp.com/biz/the-connection-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,benders-bar-and-grill-san-francisco,37.7601948,-122.4171804,Bender's Bar and Grill,2:00 PM,0,$,4,389,http://www.yelp.com/biz/benders-bar-and-grill-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,tonight-soju-bar-san-francisco,37.7429695,-122.4741516,Tonight Soju Bar,6:00 PM,0,$$,3.5,471,http://www.yelp.com/biz/tonight-soju-bar-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,,,crazy-crabz-san-francisco,37.77847944,-122.3881574,Crazy Crab'z,,,$$,4,177,http://www.yelp.com/biz/crazy-crabz-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,12:00 AM,0,seachampa-san-francisco,37.712104,-122.396713,Seachampa,12:00 AM,0,None,5,12,http://www.yelp.com/biz/seachampa-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
active,12:00 AM,0,mysore-san-francisco-san-francisco,37.771469,-122.411804,Mysore San Francisco,12:00 AM,0,None,4.5,13,http://www.yelp.com/biz/mysore-san-francisco-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,12:00 AM,0,hongry-kong-truck-san-francisco,37.76974792,-122.4118389,Hongry Kong Truck,12:00 AM,0,$,3.5,124,http://www.yelp.com/biz/hongry-kong-truck-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,3:00 PM,0,sweet-maple-san-francisco,37.78573568,-122.4350777,Sweet Maple,8:00 AM,0,$$,4,1686,http://www.yelp.com/biz/sweet-maple-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,the-empire-room-san-francisco,37.7809409,-122.4196644,The Empire Room,9:00 PM,0,$$,3.5,7,http://www.yelp.com/biz/the-empire-room-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,10:00 PM,0,mr-nice-san-francisco,37.76975675,-122.4117286,Mr. Nice,12:00 PM,0,$,4.5,11,http://www.yelp.com/biz/mr-nice-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
arts,,,hubba-hubba-revue-san-francisco-2,37.7709808,-122.4127121,Hubba Hubba Revue,,,None,4.5,37,http://www.yelp.com/biz/hubba-hubba-revue-san-francisco-2?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
nightlife,2:00 AM,0,the-hyde-out-san-francisco,37.79069625,-122.4172794,The Hyde-out,10:00 AM,0,$,4,152,http://www.yelp.com/biz/the-hyde-out-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
restaurants,7:00 PM,0,costco-food-court-san-francisco,37.770489,-122.411102,Costco Food Court,9:30 AM,0,$,3.5,121,http://www.yelp.com/biz/costco-food-court-san-francisco?utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=6vQeLVuzHMWCjkdL8F1hlQ
